month,day_of_week,food_category,order_platform,payment_method,time_slot,items_ordered,order_value,discount_percent,prep_time_mins,delivery_time_mins,is_repeat_customer,distance_km,driver_rating,weather_condition,kitchen_load,customer_complaint_history,payment_failed_attempt,promo_code_used,order_status
Aug-23,Tuesday,Healthy Bowls,Zomato,Wallet,Morning (7-11am),5,2239.45,25,18,17,0,16.2,3.2,Rainy,Low,0,0,0,Cancelled
Sep-23,Sunday,Burgers,Website,Debit Card,Afternoon (2-5pm),5,705.6,25,11,37,0,2.1,2.7,Clear,Low,0,0,0,Delivered
Jan-23,Tuesday,Desserts,Swiggy,Cash on Delivery,Dinner (8-11pm),2,148.58,0,12,22,0,10,2.7,Cloudy,Medium,0,0,1,Delivered
Oct-23,Tuesday,Burgers,Website,Cash on Delivery,Morning (7-11am),6,1997.04,0,11,27,0,16,4.7,Clear,Low,0,1,0,Delivered
Jul-24,Wednesday,Wraps & Rolls,Zomato,Credit Card,Late Night (11pm-2am),3,503.25,20,15,26,0,13.1,3,Cloudy,High,0,0,0,Delivered
Oct-24,Sunday,Burgers,Zomato,Debit Card,Dinner (8-11pm),2,481.1,0,14,21,0,21.6,3.3,Clear,Medium,0,0,0,Delivered
Oct-23,Sunday,Healthy Bowls,Zomato,Credit Card,Morning (7-11am),4,1121.68,0,11,34,0,16.8,3.1,Clear,Medium,0,0,1,Delivered
Nov-24,Tuesday,Pasta,Zomato,Credit Card,Lunch (11am-2pm),4,1973.68,0,15,29,0,4.9,3.4,Stormy,Low,2,0,0,Cancelled
Feb-24,Tuesday,Biryani,Direct App,Credit Card,Morning (7-11am),6,1553.88,0,31,43,0,2.7,2.7,Clear,Medium,0,0,1,Delivered
Dec-23,Saturday,Beverages,Swiggy,Debit Card,Dinner (8-11pm),1,55.85,0,9,18,0,16.4,3.8,Cloudy,High,2,0,1,Delivered
Sep-23,Saturday,Pizza,Website,Debit Card,Afternoon (2-5pm),5,1126.55,15,25,34,0,1.6,2.7,Clear,Very High,0,0,1,Delivered
May-23,Friday,Desserts,Direct App,UPI,Morning (7-11am),2,316.62,25,14,21,0,15.1,4.5,Clear,Low,1,0,0,Delivered
Aug-23,Sunday,Chinese,Zomato,Debit Card,Morning (7-11am),3,748.71,25,28,41,0,23.6,3.1,Clear,High,0,0,0,Delivered
Mar-23,Monday,Burgers,Direct App,Credit Card,Dinner (8-11pm),4,1044.8,0,12,23,0,14.8,3.9,Clear,Medium,1,0,0,Delivered
Jun-23,Thursday,Burgers,Zomato,Cash on Delivery,Dinner (8-11pm),6,1124.34,0,17,34,0,10.3,4.7,Rainy,Medium,0,0,0,Delivered
Aug-24,Sunday,Wraps & Rolls,Direct App,Credit Card,Afternoon (2-5pm),3,700.59,10,9,32,0,16.4,4.1,Clear,Medium,0,0,0,Delivered
Jun-23,Wednesday,Biryani,Direct App,Wallet,Lunch (11am-2pm),6,2487.12,25,35,31,0,12,3.8,Stormy,Low,1,0,0,Delivered
Sep-23,Wednesday,Pizza,Zomato,Wallet,Dinner (8-11pm),4,1753.04,0,20,17,0,14.1,3.3,Cloudy,Low,0,1,0,Cancelled
Oct-23,Sunday,Healthy Bowls,Website,UPI,Evening (5-8pm),5,2052.1,15,10,16,0,23.6,3.3,Clear,High,0,1,1,Cancelled
Jun-24,Sunday,Chinese,Zomato,Credit Card,Late Night (11pm-2am),4,912.28,15,17,46,0,10.3,4.2,Cloudy,Medium,0,1,0,Delivered
Nov-24,Wednesday,Chinese,Website,Debit Card,Dinner (8-11pm),3,1094.46,5,15,42,0,24.1,5,Cloudy,Very High,0,0,0,Delivered
May-24,Wednesday,Pasta,Zomato,Debit Card,Evening (5-8pm),1,476.36,10,17,18,0,22.7,4.2,Rainy,Medium,1,0,1,Refunded
Nov-24,Tuesday,Desserts,Swiggy,UPI,Afternoon (2-5pm),4,643.68,5,10,41,0,5.7,3.9,Clear,Low,0,0,1,Delivered
Jul-23,Sunday,Biryani,Website,Cash on Delivery,Dinner (8-11pm),6,1491.18,0,21,37,0,2.7,4.3,Clear,High,0,1,1,Delivered
Apr-24,Monday,Pasta,Swiggy,Credit Card,Lunch (11am-2pm),2,854.26,25,15,22,0,3.4,3.7,Rainy,Medium,0,2,1,Cancelled
Feb-23,Tuesday,Healthy Bowls,Website,Debit Card,Late Night (11pm-2am),5,1442.85,0,20,42,0,1.4,2.7,Stormy,Medium,1,1,1,Cancelled
Nov-23,Thursday,Healthy Bowls,Website,Wallet,Morning (7-11am),6,2002.02,25,18,16,0,3.3,3.9,Rainy,High,0,0,0,Delivered
Nov-23,Friday,Wraps & Rolls,Direct App,Debit Card,Late Night (11pm-2am),1,104.56,10,11,41,0,17.4,4.9,Clear,Very High,0,1,0,Cancelled
Aug-24,Thursday,Healthy Bowls,Swiggy,Credit Card,Late Night (11pm-2am),3,1246.53,25,10,33,0,2.7,2.9,Rainy,High,1,0,0,Cancelled
Apr-24,Sunday,Pasta,Zomato,Credit Card,Evening (5-8pm),3,925.86,25,19,50,0,8.7,4.2,Clear,High,1,0,0,Delivered
Jan-23,Monday,Desserts,Swiggy,Wallet,Lunch (11am-2pm),6,807.78,0,8,56,0,21.3,3,Clear,High,0,0,0,Delivered
Feb-23,Friday,Wraps & Rolls,Zomato,Credit Card,Evening (5-8pm),6,1206.42,0,11,44,0,1.6,3.8,Clear,Very High,0,0,0,Delivered
Dec-23,Saturday,Wraps & Rolls,Website,UPI,Late Night (11pm-2am),1,218.13,25,16,36,0,20.5,2.7,Cloudy,Medium,0,0,0,Delivered
Apr-24,Sunday,Biryani,Zomato,Wallet,Afternoon (2-5pm),3,852.57,5,32,42,0,7.8,3.6,Clear,Low,0,0,0,Delivered
Mar-23,Friday,Pasta,Website,Wallet,Dinner (8-11pm),5,1153.7,25,19,32,0,3.8,4.4,Clear,Medium,0,0,0,Delivered
Mar-24,Saturday,South Indian,Zomato,Cash on Delivery,Morning (7-11am),2,380.96,0,17,16,0,17.7,3.4,Rainy,Medium,0,0,1,Delivered
Aug-23,Saturday,Burgers,Zomato,Debit Card,Evening (5-8pm),1,285.85,5,18,20,0,16.1,4.2,Clear,High,0,1,0,Delivered
Nov-24,Wednesday,South Indian,Website,Cash on Delivery,Late Night (11pm-2am),2,429.14,0,15,35,0,22.1,4.5,Clear,High,1,0,1,Refunded
Jul-24,Thursday,Wraps & Rolls,Swiggy,Cash on Delivery,Evening (5-8pm),5,821.25,10,12,45,0,18.6,4.8,Clear,Medium,1,0,0,Delivered
Apr-23,Monday,Chinese,Direct App,Credit Card,Evening (5-8pm),1,323.95,5,22,37,0,20.3,3.1,Stormy,Low,0,1,1,Cancelled
Apr-23,Friday,South Indian,Website,Wallet,Evening (5-8pm),1,96.65,15,17,44,0,7.8,3.5,Cloudy,High,1,1,1,Delivered
May-24,Sunday,Wraps & Rolls,Zomato,Credit Card,Afternoon (2-5pm),1,225,0,14,54,0,5.3,2.9,Clear,Medium,1,0,1,Delivered
Aug-24,Monday,Biryani,Website,Cash on Delivery,Afternoon (2-5pm),3,771.03,25,23,24,0,19,5,Rainy,High,1,0,1,Delivered
Jun-24,Monday,Burgers,Website,Debit Card,Late Night (11pm-2am),2,516.12,20,14,27,0,20.4,4.8,Rainy,Medium,0,0,0,Delivered
Mar-24,Thursday,Chinese,Website,Wallet,Late Night (11pm-2am),3,1082.22,25,25,38,0,24.8,3.8,Clear,Medium,1,0,1,Delivered
Jan-23,Tuesday,Pizza,Website,Debit Card,Evening (5-8pm),3,814.77,20,22,36,0,10.9,4.6,Cloudy,Low,1,0,1,Delivered
Oct-24,Sunday,Pizza,Swiggy,UPI,Morning (7-11am),3,862.53,0,16,52,0,9.9,3.8,Rainy,Low,3,1,1,Cancelled
Oct-23,Tuesday,Beverages,Zomato,Credit Card,Morning (7-11am),2,213.08,15,6,34,0,19.6,4.1,Cloudy,High,1,0,1,Refunded
Apr-23,Saturday,South Indian,Swiggy,Cash on Delivery,Dinner (8-11pm),1,274.43,0,12,43,0,9.2,2.7,Clear,Very High,1,1,0,Cancelled
Nov-24,Friday,Biryani,Website,UPI,Late Night (11pm-2am),2,739.7,25,29,42,0,23.3,4.4,Rainy,High,2,1,1,Cancelled
Dec-23,Friday,Wraps & Rolls,Website,UPI,Afternoon (2-5pm),2,334.48,10,8,23,0,21.6,2.8,Cloudy,Low,0,1,0,Cancelled
Jun-23,Wednesday,Burgers,Direct App,Credit Card,Evening (5-8pm),1,199.6,25,20,16,0,11.3,4.6,Clear,Medium,0,0,0,Delivered
Apr-24,Wednesday,South Indian,Zomato,Cash on Delivery,Dinner (8-11pm),5,762.3,20,21,29,0,19,4.5,Clear,High,0,1,0,Delivered
Feb-23,Saturday,Biryani,Website,Credit Card,Dinner (8-11pm),5,1152.5,0,25,24,0,19.1,4.3,Clear,High,1,0,1,Refunded
Jun-24,Sunday,Beverages,Zomato,Cash on Delivery,Late Night (11pm-2am),1,77.03,15,6,18,0,3.5,2.6,Clear,Low,0,0,0,Delivered
Sep-24,Sunday,Wraps & Rolls,Website,Wallet,Evening (5-8pm),3,475.23,25,12,27,0,22.7,3.3,Rainy,Low,0,0,0,Cancelled
Jan-23,Sunday,Desserts,Direct App,UPI,Dinner (8-11pm),4,619.64,20,9,21,0,13.1,3.2,Clear,High,0,0,0,Delivered
Dec-24,Monday,Chinese,Swiggy,Cash on Delivery,Afternoon (2-5pm),6,1048.44,0,17,24,0,20.8,3.4,Clear,Medium,0,0,1,Delivered
May-23,Thursday,Chinese,Website,Debit Card,Dinner (8-11pm),5,1463.15,0,23,19,0,8.7,2.7,Cloudy,Medium,1,0,0,Delivered
Jan-24,Thursday,Wraps & Rolls,Direct App,Cash on Delivery,Evening (5-8pm),1,119.77,20,11,59,0,22.5,4.8,Clear,Low,0,0,0,Delivered
Nov-24,Friday,Pizza,Swiggy,Cash on Delivery,Late Night (11pm-2am),6,1322.94,5,15,20,0,10.3,3.9,Stormy,Medium,0,0,0,Delivered
Feb-23,Tuesday,South Indian,Direct App,Debit Card,Dinner (8-11pm),1,82.22,0,22,27,0,1.3,3.3,Clear,High,0,0,1,Delivered
Jul-23,Monday,Wraps & Rolls,Direct App,Cash on Delivery,Late Night (11pm-2am),5,1190.1,20,10,45,0,22.7,3.5,Clear,Very High,1,0,1,Delivered
Dec-24,Tuesday,Wraps & Rolls,Zomato,UPI,Late Night (11pm-2am),2,383.96,0,9,32,0,3.2,3.6,Clear,Medium,0,1,1,Delivered
Mar-23,Saturday,Healthy Bowls,Direct App,Wallet,Morning (7-11am),1,450.47,10,19,44,0,8.7,4,Clear,Medium,0,0,0,Delivered
Feb-24,Thursday,Pizza,Direct App,Debit Card,Afternoon (2-5pm),1,503.22,25,28,18,0,23.8,3.8,Clear,Low,1,0,1,Delivered
Feb-23,Thursday,Desserts,Zomato,UPI,Evening (5-8pm),2,259.18,5,5,47,0,23.8,4.8,Cloudy,Medium,1,0,0,Delivered
Jul-23,Saturday,Pizza,Direct App,Wallet,Morning (7-11am),2,1181.62,10,27,19,0,14.8,3.7,Stormy,Medium,0,0,0,Delivered
Jun-24,Saturday,Biryani,Zomato,Credit Card,Late Night (11pm-2am),5,1995.6,0,30,19,0,16.2,5,Clear,High,0,0,0,Delivered
Jan-23,Wednesday,Wraps & Rolls,Website,Debit Card,Afternoon (2-5pm),3,307.17,0,16,24,0,11.8,4.6,Cloudy,Medium,1,0,0,Delivered
Nov-24,Friday,Pasta,Website,Debit Card,Morning (7-11am),3,1338.96,25,20,25,0,8,3,Cloudy,Medium,0,2,1,Cancelled
Nov-24,Monday,Healthy Bowls,Swiggy,Wallet,Lunch (11am-2pm),5,1777.95,15,12,21,0,8.9,4.8,Rainy,Low,2,0,0,Delivered
Mar-23,Monday,Healthy Bowls,Website,Credit Card,Lunch (11am-2pm),6,2085.18,10,12,30,0,17.1,2.8,Clear,Medium,0,0,0,Delivered
Feb-23,Monday,Desserts,Website,Wallet,Afternoon (2-5pm),6,1059.3,5,7,16,0,19.1,4.5,Clear,Low,0,0,0,Delivered
Dec-24,Thursday,Wraps & Rolls,Swiggy,Wallet,Morning (7-11am),4,385.2,0,16,65,0,20,3.5,Clear,Low,1,1,0,Delivered
Aug-23,Monday,Biryani,Direct App,Wallet,Evening (5-8pm),4,1639.56,0,33,15,0,20,4.7,Cloudy,Very High,0,0,0,Delivered
Feb-24,Thursday,Chinese,Zomato,Cash on Delivery,Late Night (11pm-2am),4,1261.36,0,25,32,0,3.2,4.7,Rainy,Medium,0,0,0,Delivered
May-24,Saturday,Healthy Bowls,Swiggy,Wallet,Evening (5-8pm),4,858.16,25,11,15,0,12.9,4.5,Clear,Medium,2,0,0,Delivered
Feb-24,Thursday,Pasta,Zomato,UPI,Morning (7-11am),1,481.49,0,21,35,0,2.4,4.5,Clear,High,0,0,1,Delivered
Mar-24,Wednesday,Biryani,Direct App,Credit Card,Afternoon (2-5pm),2,443.42,20,23,43,0,14.2,3.3,Stormy,Very High,0,0,1,Cancelled
Nov-24,Tuesday,Biryani,Direct App,Wallet,Dinner (8-11pm),4,1028.32,5,31,16,0,11.6,2.7,Rainy,Medium,0,0,1,Delivered
Apr-24,Sunday,Pasta,Swiggy,Debit Card,Late Night (11pm-2am),6,2054.16,15,23,28,0,22.3,3.5,Stormy,High,2,0,0,Cancelled
Jan-23,Saturday,Biryani,Direct App,Cash on Delivery,Morning (7-11am),3,1152.72,20,20,30,0,9.4,2.9,Rainy,Medium,0,0,1,Delivered
Oct-24,Tuesday,Pizza,Website,UPI,Lunch (11am-2pm),3,1181.31,0,23,18,0,3.8,4.2,Clear,Medium,1,0,1,Delivered
Jul-23,Monday,Wraps & Rolls,Website,Credit Card,Morning (7-11am),1,189.73,0,18,28,0,4.4,3.4,Cloudy,Medium,0,0,1,Delivered
Jul-24,Thursday,Chinese,Direct App,UPI,Afternoon (2-5pm),4,1324.4,0,23,35,0,19.3,4.9,Cloudy,High,0,0,0,Delivered
Jan-23,Thursday,Pizza,Swiggy,Wallet,Morning (7-11am),6,3309,25,28,45,0,15.8,4.1,Clear,High,0,0,0,Delivered
Sep-24,Thursday,Desserts,Website,Credit Card,Lunch (11am-2pm),3,623.67,0,8,38,0,3.4,4.6,Cloudy,Medium,1,1,1,Delivered
Jul-23,Monday,Pasta,Zomato,Credit Card,Dinner (8-11pm),4,1753.76,15,17,55,0,3,2.8,Cloudy,Low,0,1,0,Cancelled
Mar-23,Thursday,Burgers,Direct App,Cash on Delivery,Afternoon (2-5pm),4,1074.92,5,16,29,0,17.8,4.7,Clear,High,0,0,0,Delivered
Aug-23,Friday,Biryani,Website,Debit Card,Lunch (11am-2pm),2,427.84,25,28,16,0,2.7,4.8,Rainy,Low,0,0,0,Delivered
Apr-24,Monday,Healthy Bowls,Website,Credit Card,Afternoon (2-5pm),1,403.87,5,20,25,0,20.7,3.7,Cloudy,Medium,0,0,0,Delivered
Nov-23,Friday,Chinese,Swiggy,Debit Card,Late Night (11pm-2am),1,285.79,15,28,40,0,17.9,4,Stormy,High,0,0,1,Delivered
Aug-23,Wednesday,Pizza,Direct App,Debit Card,Lunch (11am-2pm),5,2079.5,0,26,15,0,3,4.4,Clear,High,1,0,0,Delivered
Jun-23,Friday,South Indian,Direct App,UPI,Late Night (11pm-2am),1,235.39,25,17,24,0,3,2.9,Clear,High,0,2,0,Cancelled
Oct-24,Tuesday,Burgers,Swiggy,UPI,Lunch (11am-2pm),2,517.96,10,17,36,0,24.7,3.8,Cloudy,High,0,0,1,Delivered
Dec-24,Thursday,Pasta,Swiggy,Wallet,Afternoon (2-5pm),5,1893.35,20,16,31,0,10,3.5,Clear,Medium,1,0,0,Refunded
Jul-23,Wednesday,Biryani,Direct App,Credit Card,Evening (5-8pm),6,1560.48,20,29,44,0,9.9,2.9,Cloudy,High,0,0,0,Delivered
Feb-24,Thursday,Beverages,Swiggy,UPI,Dinner (8-11pm),3,489.87,0,9,29,0,20.5,3.4,Rainy,High,0,0,0,Cancelled
Aug-23,Wednesday,Chinese,Direct App,Cash on Delivery,Dinner (8-11pm),4,791.6,5,28,28,0,23.7,2.7,Clear,Low,0,0,1,Delivered
Feb-23,Wednesday,Chinese,Swiggy,Debit Card,Morning (7-11am),2,410.08,25,24,28,0,24.7,2.6,Cloudy,Low,0,0,0,Delivered
Mar-24,Friday,Desserts,Direct App,Cash on Delivery,Dinner (8-11pm),6,1195.8,5,5,19,0,19.1,2.8,Cloudy,Medium,1,0,1,Delivered
Aug-24,Saturday,Pasta,Direct App,UPI,Lunch (11am-2pm),1,475.25,0,23,43,0,10,4.9,Clear,Medium,0,1,0,Delivered
Aug-24,Thursday,Pasta,Swiggy,Debit Card,Lunch (11am-2pm),4,1030,20,24,26,0,3,3.9,Stormy,High,1,0,0,Delivered
Feb-23,Tuesday,Pizza,Website,Cash on Delivery,Lunch (11am-2pm),1,215.62,0,30,40,0,19.7,4.9,Rainy,High,0,1,0,Cancelled
May-24,Tuesday,Pizza,Zomato,Cash on Delivery,Dinner (8-11pm),4,1372.36,0,21,33,0,14.4,3.6,Cloudy,Low,0,1,0,Delivered
Jul-24,Tuesday,Burgers,Direct App,Wallet,Lunch (11am-2pm),2,200.76,0,17,30,0,11.2,3.3,Cloudy,Low,0,0,1,Delivered
Aug-23,Monday,Chinese,Swiggy,Debit Card,Evening (5-8pm),3,645.69,0,26,31,0,22.8,3.8,Clear,Very High,0,0,1,Delivered
Jul-24,Saturday,Desserts,Direct App,Cash on Delivery,Evening (5-8pm),5,499.95,0,10,41,0,3.7,3.6,Stormy,Low,1,0,0,Refunded
May-23,Saturday,Pizza,Direct App,UPI,Late Night (11pm-2am),6,1744.86,20,25,20,0,12.8,2.8,Cloudy,Medium,1,2,0,Cancelled
Dec-23,Sunday,Pasta,Direct App,Credit Card,Dinner (8-11pm),3,985.59,25,25,31,0,1.3,4.1,Cloudy,Medium,0,0,1,Delivered
Sep-24,Wednesday,Wraps & Rolls,Direct App,UPI,Late Night (11pm-2am),6,1173.72,0,11,43,0,12.2,3,Rainy,Medium,0,0,0,Delivered
Feb-23,Saturday,Beverages,Swiggy,Debit Card,Late Night (11pm-2am),1,92.2,25,8,24,0,2.4,4,Clear,Low,1,0,0,Delivered
Sep-24,Monday,Desserts,Zomato,Wallet,Late Night (11pm-2am),5,613.85,10,6,15,0,3.9,4.1,Rainy,Low,1,0,1,Delivered
Mar-24,Monday,Healthy Bowls,Website,Debit Card,Lunch (11am-2pm),3,1079.34,5,11,32,0,3.8,2.9,Clear,Low,1,2,0,Cancelled
Oct-24,Friday,Burgers,Swiggy,Debit Card,Afternoon (2-5pm),5,1061.55,10,17,21,0,16.6,2.7,Clear,Medium,0,0,1,Delivered
Jun-23,Thursday,Biryani,Zomato,Credit Card,Lunch (11am-2pm),5,2129.25,25,26,39,0,18.9,4.5,Clear,Medium,2,0,0,Delivered
Mar-23,Wednesday,Chinese,Zomato,Debit Card,Lunch (11am-2pm),3,596.52,15,19,18,0,15,3.6,Stormy,Medium,1,0,1,Delivered
Feb-24,Wednesday,Wraps & Rolls,Direct App,Credit Card,Dinner (8-11pm),2,182.48,10,11,48,0,24.1,2.6,Rainy,High,1,1,0,Cancelled
Jun-24,Thursday,Pasta,Website,Wallet,Morning (7-11am),3,556.95,0,20,60,0,10,5,Cloudy,High,0,0,0,Delivered
Sep-24,Tuesday,Biryani,Swiggy,Credit Card,Morning (7-11am),2,715.6,0,20,54,0,7.9,2.6,Cloudy,Low,0,0,0,Delivered
Apr-23,Tuesday,Pizza,Zomato,Cash on Delivery,Lunch (11am-2pm),3,1059.72,0,24,41,0,21.8,4.2,Cloudy,Medium,1,0,0,Delivered
Dec-24,Thursday,Healthy Bowls,Website,UPI,Afternoon (2-5pm),6,1336.32,0,19,33,0,6.4,5,Stormy,High,0,0,0,Delivered
Jan-24,Thursday,Pizza,Zomato,Debit Card,Morning (7-11am),5,2781.9,0,25,25,0,24.1,3.1,Clear,Medium,0,0,0,Delivered
Jul-24,Friday,Burgers,Website,Wallet,Late Night (11pm-2am),1,165.53,10,14,37,0,1.3,2.9,Clear,Medium,1,0,0,Delivered
Mar-23,Sunday,Biryani,Swiggy,Debit Card,Morning (7-11am),5,1843.75,25,33,41,0,24.3,2.8,Clear,High,0,0,1,Delivered
Jun-24,Thursday,Chinese,Direct App,Debit Card,Late Night (11pm-2am),1,419.77,10,17,22,0,2,3.3,Rainy,High,1,0,0,Delivered
Feb-24,Tuesday,Pizza,Zomato,Cash on Delivery,Evening (5-8pm),2,973.12,0,18,30,0,22.4,2.8,Cloudy,High,1,0,0,Delivered
May-23,Thursday,Beverages,Website,Debit Card,Afternoon (2-5pm),4,357.76,25,9,44,0,13.7,4.2,Clear,Medium,1,0,0,Delivered
Jun-24,Saturday,Chinese,Zomato,Wallet,Afternoon (2-5pm),6,1528.44,0,16,15,0,24.8,2.7,Clear,High,0,0,0,Delivered
Feb-23,Tuesday,Biryani,Direct App,Credit Card,Dinner (8-11pm),5,1086.9,0,30,54,0,2.8,3.8,Rainy,Medium,1,1,0,Cancelled
Jun-24,Monday,Desserts,Swiggy,Cash on Delivery,Evening (5-8pm),3,282.81,15,13,18,0,14.3,5,Clear,High,1,1,0,Delivered
Apr-24,Friday,South Indian,Website,Credit Card,Dinner (8-11pm),6,551.7,0,21,41,0,24.3,4.5,Cloudy,Medium,0,0,1,Delivered
Oct-24,Wednesday,Pasta,Direct App,Wallet,Lunch (11am-2pm),6,2571.12,0,18,33,0,13.6,4,Stormy,Low,0,0,0,Delivered
Sep-24,Saturday,Pasta,Zomato,Cash on Delivery,Morning (7-11am),5,1019.05,0,20,46,0,16.1,3.3,Clear,High,1,0,0,Refunded
Oct-23,Monday,South Indian,Direct App,Credit Card,Morning (7-11am),4,740.76,5,22,37,0,17.7,4.1,Clear,Medium,0,0,1,Delivered
Sep-23,Monday,Wraps & Rolls,Swiggy,Wallet,Dinner (8-11pm),2,232.88,15,15,28,0,11.9,3.8,Cloudy,Medium,0,0,1,Delivered
Aug-23,Saturday,Desserts,Direct App,UPI,Afternoon (2-5pm),4,875.52,20,6,27,0,16.1,3.6,Rainy,Very High,0,0,0,Delivered
Apr-24,Thursday,Desserts,Zomato,Cash on Delivery,Dinner (8-11pm),3,607.32,20,9,42,0,15,2.8,Cloudy,Low,0,0,1,Delivered
Apr-23,Monday,Biryani,Direct App,Debit Card,Evening (5-8pm),4,1101.08,20,34,42,0,22.6,4.7,Stormy,Medium,1,1,0,Cancelled
Nov-24,Thursday,Chinese,Swiggy,Wallet,Dinner (8-11pm),3,563.22,0,16,23,0,2.1,3.6,Clear,Low,1,0,1,Delivered
Dec-24,Saturday,Chinese,Website,Credit Card,Dinner (8-11pm),2,438.66,5,16,36,0,7.7,3,Cloudy,High,1,0,0,Delivered
Jun-24,Thursday,Healthy Bowls,Website,Debit Card,Dinner (8-11pm),6,1529.46,5,11,20,0,23.8,3.4,Cloudy,High,0,0,1,Delivered
Sep-23,Thursday,South Indian,Direct App,Cash on Delivery,Late Night (11pm-2am),4,544.04,20,21,36,0,22.4,3.5,Rainy,Medium,1,0,1,Delivered
Sep-24,Saturday,Pasta,Zomato,UPI,Dinner (8-11pm),5,2296.4,25,21,44,0,11.9,4.6,Clear,High,2,0,0,Delivered
Mar-24,Tuesday,Burgers,Swiggy,Wallet,Dinner (8-11pm),6,701.88,25,10,22,0,15.9,4.3,Rainy,Medium,0,0,0,Delivered
Jul-23,Sunday,Pasta,Website,Debit Card,Lunch (11am-2pm),5,2236.25,10,24,20,0,7.7,4.4,Cloudy,High,0,0,0,Delivered
Oct-24,Sunday,Pizza,Direct App,Debit Card,Afternoon (2-5pm),4,2167.32,15,19,44,0,5.5,2.5,Clear,Medium,0,0,0,Delivered
Jul-23,Sunday,Wraps & Rolls,Direct App,Credit Card,Dinner (8-11pm),3,666.3,15,14,40,0,12.1,3.5,Clear,Medium,0,1,0,Delivered
Oct-24,Wednesday,Wraps & Rolls,Direct App,Wallet,Dinner (8-11pm),1,172.45,0,17,61,0,9.5,3.7,Rainy,Very High,0,0,0,Delivered
Feb-24,Saturday,Pizza,Zomato,Credit Card,Morning (7-11am),2,594.38,0,21,24,0,15,2.5,Clear,Medium,0,0,0,Delivered
Sep-24,Wednesday,Pizza,Zomato,Wallet,Dinner (8-11pm),4,2263.24,5,20,41,0,2.9,3.1,Clear,Low,1,0,0,Delivered
Nov-24,Wednesday,Pasta,Direct App,Cash on Delivery,Dinner (8-11pm),2,764.86,20,28,33,0,24.4,4.4,Clear,Medium,0,0,0,Delivered
Sep-23,Monday,Chinese,Website,Debit Card,Late Night (11pm-2am),1,180.33,5,15,31,0,24.7,2.8,Rainy,Very High,1,0,0,Cancelled
Apr-23,Thursday,Pasta,Website,Cash on Delivery,Morning (7-11am),2,411.46,20,17,19,0,17.8,3.8,Cloudy,Medium,0,0,0,Delivered
Apr-23,Tuesday,Beverages,Swiggy,Cash on Delivery,Morning (7-11am),4,587.8,0,8,34,0,13.9,3,Rainy,Low,0,2,1,Cancelled
Jul-23,Saturday,South Indian,Zomato,Debit Card,Late Night (11pm-2am),3,348.45,0,16,42,0,8.4,2.5,Clear,Medium,2,1,0,Cancelled
Aug-24,Monday,Chinese,Direct App,Credit Card,Afternoon (2-5pm),6,2456.4,25,25,24,0,20.5,3.1,Cloudy,Medium,1,0,0,Delivered
Nov-24,Friday,Healthy Bowls,Zomato,UPI,Morning (7-11am),2,677.3,0,17,16,0,17.4,4.9,Cloudy,Low,1,1,1,Delivered
Mar-24,Wednesday,Biryani,Website,Credit Card,Evening (5-8pm),6,1267.92,20,24,36,0,4.9,4.5,Rainy,High,1,0,1,Delivered
Jun-24,Friday,Biryani,Website,Debit Card,Afternoon (2-5pm),1,413.88,10,35,18,0,22.9,4.9,Stormy,Very High,0,0,0,Cancelled
Nov-24,Thursday,Healthy Bowls,Website,Wallet,Lunch (11am-2pm),2,390.92,25,13,17,0,20.7,3.7,Clear,Medium,0,0,1,Delivered
May-24,Wednesday,Biryani,Website,Cash on Delivery,Morning (7-11am),1,419.4,15,26,38,0,23.8,2.8,Cloudy,Medium,1,1,0,Cancelled
Jul-24,Thursday,South Indian,Direct App,Debit Card,Late Night (11pm-2am),6,1361.46,10,22,35,0,18.4,3.9,Clear,Medium,2,0,1,Refunded
Jun-23,Friday,Desserts,Direct App,Debit Card,Morning (7-11am),4,607.36,0,6,26,0,15.7,3.6,Cloudy,Low,1,0,0,Delivered
Jun-24,Saturday,Biryani,Website,Debit Card,Dinner (8-11pm),4,1564.4,0,22,26,0,11,4.6,Clear,High,3,0,0,Refunded
Oct-23,Monday,Pasta,Direct App,Credit Card,Evening (5-8pm),5,2425.55,15,22,38,0,23.4,2.7,Clear,Medium,1,0,0,Refunded
May-24,Friday,Pasta,Website,UPI,Lunch (11am-2pm),2,572.52,0,18,42,0,21.8,3.7,Clear,Medium,2,0,1,Delivered
Jan-24,Thursday,Desserts,Zomato,Debit Card,Morning (7-11am),6,522.24,0,15,40,0,2.1,2.9,Cloudy,High,1,1,0,Cancelled
Dec-23,Saturday,Pizza,Swiggy,UPI,Dinner (8-11pm),5,1542.55,0,27,37,0,1.6,3.3,Clear,Medium,0,0,0,Delivered
Oct-23,Sunday,Healthy Bowls,Swiggy,Cash on Delivery,Afternoon (2-5pm),2,817.42,0,17,35,0,10,4.3,Cloudy,High,0,0,0,Delivered
Jul-24,Wednesday,Biryani,Website,Credit Card,Lunch (11am-2pm),4,914.84,20,30,28,0,20.5,3.7,Clear,Low,3,0,1,Refunded
Oct-24,Saturday,Healthy Bowls,Website,Credit Card,Late Night (11pm-2am),6,1420.32,0,15,32,0,24.7,3.4,Clear,High,2,0,1,Cancelled
Sep-24,Saturday,Pizza,Zomato,UPI,Evening (5-8pm),1,364.24,25,17,55,0,4.6,3.5,Rainy,Very High,0,0,0,Cancelled
